"Geschäft";"Geschäfts ID";"Eröffnungsdatum";"Datum geschlossen";"Bestellnummer";"Währung";"Steuersatz";"Umsatz inkl. Steuer";"Umsatz ohne Steuer";"MwSt.-Betrag"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 10:56:45";"2025-04-01 10:57:08";"0E2AE738-6D8E-440A-AD7F-ED68E4A47561";"EUR";"";"4,90";"4,12";"0,78"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 10:57:11";"2025-04-01 10:57:48";"3267526B-CFED-436B-B03E-99EA11146B0F";"EUR";"";"3,30";"3,08";"0,22"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 10:57:11";"2025-04-01 10:57:48";"3267526B-CFED-436B-B03E-99EA11146B0F";"EUR";"";"4,60";"3,87";"0,73"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 11:06:54";"2025-04-01 11:09:56";"3FA3C04A-D88E-48B3-9158-161B57629650";"EUR";"";"3,30";"3,08";"0,22"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 11:13:23";"2025-04-01 11:14:10";"BFC02FDE-BBE8-416E-AEF4-E55CABF5E496";"EUR";"";"14,90";"13,92";"0,98"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 11:14:15";"2025-04-01 11:14:35";"1BE93FCD-EC65-40B2-97F7-4EF79BE4FC42";"EUR";"";"6,60";"6,17";"0,43"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 10:16:02";"2025-04-01 11:33:23";"04E728C5-1CEC-4234-808D-CBEEE58E3578";"EUR";"";"12,00";"11,22";"0,78"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 10:16:02";"2025-04-01 11:33:23";"04E728C5-1CEC-4234-808D-CBEEE58E3578";"EUR";"";"10,00";"8,41";"1,59"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 11:33:26";"2025-04-01 11:34:06";"7B928EB5-B9CA-48DB-8046-BFCDA4EDE736";"EUR";"";"11,60";"10,84";"0,76"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 11:10:06";"2025-04-01 11:57:38";"679489D3-3976-4905-8A75-1928CA118804";"EUR";"";"6,20";"5,79";"0,41"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 11:10:06";"2025-04-01 11:57:38";"679489D3-3976-4905-8A75-1928CA118804";"EUR";"";"7,70";"6,47";"1,23"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 11:58:01";"2025-04-01 11:59:46";"3629C49E-D61A-4BEE-8723-2A273C0BFE59";"EUR";"";"14,40";"13,46";"0,94"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 11:59:58";"2025-04-01 12:00:25";"96EC328E-A1C1-4423-8428-701C6910F593";"EUR";"";"3,50";"3,27";"0,23"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 12:02:36";"2025-04-01 12:21:03";"BBE12CF4-7F6C-47B0-A206-531FC4237404";"EUR";"";"6,60";"6,17";"0,43"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 12:21:10";"2025-04-01 12:26:24";"8551B232-43B2-4F7E-852C-908228B6D243";"EUR";"";"9,00";"8,41";"0,59"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 12:21:10";"2025-04-01 12:26:24";"8551B232-43B2-4F7E-852C-908228B6D243";"EUR";"";"6,00";"5,04";"0,96"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 12:26:55";"2025-04-01 12:32:58";"8FA93C20-F924-4948-A658-615CDC307024";"EUR";"";"11,50";"10,75";"0,75"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 12:33:33";"2025-04-01 12:34:14";"BA17DDE8-2FDD-4707-86F4-1247EE4B2C79";"EUR";"";"13,70";"12,80";"0,90"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 12:37:55";"2025-04-01 12:38:26";"30A42F26-9D10-4FA9-9E45-5AD81B95FEE4";"EUR";"";"7,90";"6,64";"1,26"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 12:54:38";"2025-04-01 12:56:37";"5487E8B7-8E63-40C4-8144-D7AED34AE137";"EUR";"";"29,00";"27,10";"1,90"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 10:57:57";"2025-04-01 13:00:09";"7E744FFE-A6CB-4DA6-96A4-EC6FA9636362";"EUR";"";"9,80";"9,15";"0,65"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 10:57:57";"2025-04-01 13:00:09";"7E744FFE-A6CB-4DA6-96A4-EC6FA9636362";"EUR";"";"9,80";"8,24";"1,56"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 13:09:21";"2025-04-01 13:09:47";"7E71C3F4-9520-46C3-B070-A305B1D17EE5";"EUR";"";"6,00";"5,61";"0,39"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 13:09:51";"2025-04-01 13:10:58";"4AA398D6-199B-4BE3-BB67-094A607C9CB3";"EUR";"";"4,00";"3,74";"0,26"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 13:11:01";"2025-04-01 13:11:21";"D63E7490-CCC4-43C1-B33B-85AE6C7A446F";"EUR";"";"3,70";"3,11";"0,59"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 13:11:31";"2025-04-01 13:14:04";"F13D7EF9-D6AD-4E73-96CA-823BA874B38B";"EUR";"";"6,80";"6,35";"0,45"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 13:11:31";"2025-04-01 13:14:04";"F13D7EF9-D6AD-4E73-96CA-823BA874B38B";"EUR";"";"8,60";"7,23";"1,37"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 13:14:12";"2025-04-01 13:15:33";"E52E3E31-04EC-4C5A-A134-535C5F98A94C";"EUR";"";"4,00";"3,74";"0,26"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 13:15:44";"2025-04-01 13:16:42";"45361823-46BC-412B-9154-6A5F9D850114";"EUR";"";"6,00";"5,61";"0,39"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 13:15:44";"2025-04-01 13:16:42";"45361823-46BC-412B-9154-6A5F9D850114";"EUR";"";"4,20";"3,53";"0,67"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 13:17:16";"2025-04-01 13:17:39";"EAD5E127-0468-4E9B-AA92-07CB9B84AB30";"EUR";"";"4,10";"3,45";"0,65"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 13:17:57";"2025-04-01 13:18:53";"E65D47B2-1C04-48F4-AC27-CF542D5156C3";"EUR";"";"3,50";"3,27";"0,23"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 13:26:50";"2025-04-01 13:29:34";"AF59F069-31CA-4BA3-8487-AC88B73ADAB0";"EUR";"";"3,30";"3,08";"0,22"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 13:26:50";"2025-04-01 13:29:34";"AF59F069-31CA-4BA3-8487-AC88B73ADAB0";"EUR";"";"7,70";"6,47";"1,23"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 13:29:40";"2025-04-01 13:30:21";"59245532-CDF9-4D58-B4A2-052AFB449FE5";"EUR";"";"4,20";"3,53";"0,67"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 13:30:24";"2025-04-01 13:40:04";"236D47E8-950B-41B4-B7B4-84D070E5E0C6";"EUR";"";"4,20";"3,53";"0,67"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 13:24:09";"2025-04-01 13:40:42";"1FF41DC6-3E4A-4124-86E4-77C6036BBE58";"EUR";"";"9,30";"8,69";"0,61"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 13:01:55";"2025-04-01 13:42:44";"15356274-D44B-4515-8DA7-5C2549259CBA";"EUR";"";"12,80";"11,95";"0,85"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 13:01:55";"2025-04-01 13:42:44";"15356274-D44B-4515-8DA7-5C2549259CBA";"EUR";"";"8,60";"7,23";"1,37"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 13:51:46";"2025-04-01 13:52:15";"B7CADD2B-59DE-44A1-9C17-C1434AF7891A";"EUR";"";"7,60";"7,10";"0,50"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 13:52:46";"2025-04-01 13:53:24";"F1CF826E-CCDB-40E9-8FB6-576629DEFB78";"EUR";"";"6,20";"5,79";"0,41"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 14:07:10";"2025-04-01 14:11:21";"404CCF75-79D4-45B9-A495-CF22CCCB3E77";"EUR";"";"8,00";"7,48";"0,52"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 14:07:10";"2025-04-01 14:11:21";"404CCF75-79D4-45B9-A495-CF22CCCB3E77";"EUR";"";"9,20";"7,73";"1,47"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 13:07:15";"2025-04-01 14:12:55";"26876FA2-2CC0-4934-9424-2A193E54AFCF";"EUR";"";"4,00";"3,74";"0,26"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 13:07:15";"2025-04-01 14:12:55";"26876FA2-2CC0-4934-9424-2A193E54AFCF";"EUR";"";"4,00";"3,36";"0,64"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 14:13:56";"2025-04-01 14:14:27";"5059FF9D-8B15-45EB-82C6-B9893FF8995D";"EUR";"";"6,80";"6,35";"0,45"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 14:13:56";"2025-04-01 14:14:27";"5059FF9D-8B15-45EB-82C6-B9893FF8995D";"EUR";"";"3,50";"2,94";"0,56"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 14:18:36";"2025-04-01 14:20:45";"EC22BF34-074F-4965-A219-95898AAC96DA";"EUR";"";"13,10";"12,24";"0,86"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 14:18:36";"2025-04-01 14:20:45";"EC22BF34-074F-4965-A219-95898AAC96DA";"EUR";"";"8,40";"7,06";"1,34"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 14:22:25";"2025-04-01 14:23:39";"73F48FD3-DE8B-4D7E-9BF5-97AC39F1E1E9";"EUR";"";"4,20";"3,93";"0,27"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 14:23:50";"2025-04-01 14:23:53";"402B3F36-496B-4C73-AA08-59EF538BEF48";"EUR";"";"5,00";"4,67";"0,33"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 14:26:36";"2025-04-01 14:36:21";"BD3FE61E-C783-4612-9864-4A0714D3C64A";"EUR";"";"6,60";"6,16";"0,44"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 14:26:36";"2025-04-01 14:36:21";"BD3FE61E-C783-4612-9864-4A0714D3C64A";"EUR";"";"9,10";"7,65";"1,45"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 14:21:00";"2025-04-01 14:42:51";"4DA93B8D-5293-4660-8570-0E27FE78DE44";"EUR";"";"3,30";"3,08";"0,22"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 14:21:00";"2025-04-01 14:42:51";"4DA93B8D-5293-4660-8570-0E27FE78DE44";"EUR";"";"4,20";"3,53";"0,67"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 14:42:56";"2025-04-01 14:45:12";"3A73B387-6763-4DAB-B11A-1769FB11BFDF";"EUR";"";"19,70";"18,40";"1,30"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 14:42:56";"2025-04-01 14:45:12";"3A73B387-6763-4DAB-B11A-1769FB11BFDF";"EUR";"";"3,00";"2,52";"0,48"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 14:53:59";"2025-04-01 14:54:23";"087F46F8-FCBA-4CBD-BB28-CF5513574FA5";"EUR";"";"7,00";"5,88";"1,12"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 14:58:14";"2025-04-01 14:59:36";"458A3721-102C-4332-B70E-49C3CF7935A8";"EUR";"";"3,50";"3,27";"0,23"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 14:58:14";"2025-04-01 14:59:36";"458A3721-102C-4332-B70E-49C3CF7935A8";"EUR";"";"4,20";"3,53";"0,67"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 15:20:07";"2025-04-01 15:25:57";"5670D87B-5A60-434A-B958-25D298F73639";"EUR";"";"6,20";"5,79";"0,41"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 15:31:34";"2025-04-01 15:42:36";"34F3D53D-85A9-4426-A8F3-A8F65B16ED54";"EUR";"";"6,00";"5,61";"0,39"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 15:42:43";"2025-04-01 15:48:10";"DCBF89C6-7CD0-48F6-98E8-BA3797F06310";"EUR";"";"4,00";"3,36";"0,64"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 15:48:23";"2025-04-01 15:50:27";"CAF17A24-1481-4E63-AB67-AE66B7C91CBB";"EUR";"";"6,50";"6,07";"0,43"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 15:48:23";"2025-04-01 15:50:27";"CAF17A24-1481-4E63-AB67-AE66B7C91CBB";"EUR";"";"4,20";"3,53";"0,67"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 15:50:32";"2025-04-01 15:51:00";"CF3F44F6-FBA4-44F4-B42B-AA41C5338919";"EUR";"";"6,20";"5,79";"0,41"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 15:53:47";"2025-04-01 16:00:04";"8C6E0E14-52DF-446B-A073-D5B9FA3B47D9";"EUR";"";"7,60";"7,10";"0,50"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 16:04:44";"2025-04-01 16:09:02";"B295B7F5-CE7F-4227-8805-60501708289A";"EUR";"";"9,50";"8,87";"0,63"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 16:09:07";"2025-04-01 16:10:12";"BFCC377A-65F1-447E-A0D3-258B04E08F28";"EUR";"";"3,30";"3,08";"0,22"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 16:09:07";"2025-04-01 16:10:12";"BFCC377A-65F1-447E-A0D3-258B04E08F28";"EUR";"";"4,60";"3,87";"0,73"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 16:10:22";"2025-04-01 16:16:03";"C0217889-0E82-4940-B22A-A21891F9D7CC";"EUR";"";"3,30";"3,08";"0,22"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 16:10:22";"2025-04-01 16:16:03";"C0217889-0E82-4940-B22A-A21891F9D7CC";"EUR";"";"9,10";"7,65";"1,45"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 16:19:55";"2025-04-01 16:20:21";"92E2EA42-0044-4C70-BB97-B2AC2B62021A";"EUR";"";"6,50";"6,07";"0,43"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 16:23:15";"2025-04-01 16:23:17";"208A34ED-9ABF-4820-B371-2255D670E729";"EUR";"";"6,20";"5,79";"0,41"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 16:23:28";"2025-04-01 16:24:30";"5D7EA587-B1E2-4204-9DB6-D96DC163A480";"EUR";"";"7,40";"6,92";"0,48"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 16:23:28";"2025-04-01 16:24:30";"5D7EA587-B1E2-4204-9DB6-D96DC163A480";"EUR";"";"8,10";"6,81";"1,29"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 16:39:47";"2025-04-01 16:40:34";"9E0019D5-2E1D-479F-AEA9-7E1BBDB8A962";"EUR";"";"7,10";"6,63";"0,47"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 16:40:37";"2025-04-01 16:41:36";"6A155601-876B-44F4-9F7E-3CD9AAA617A4";"EUR";"";"13,10";"12,24";"0,86"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 16:41:40";"2025-04-01 16:51:26";"B40713F2-599C-445B-B953-2A1112C7290D";"EUR";"";"7,60";"7,10";"0,50"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 16:51:30";"2025-04-01 16:53:13";"5E7309E4-7486-4F67-A4C9-DE7B44556538";"EUR";"";"6,80";"6,35";"0,45"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 16:01:25";"2025-04-01 17:08:36";"F6C78F55-0B1B-4AAF-996A-59535507E1AB";"EUR";"";"12,00";"11,22";"0,78"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 16:01:25";"2025-04-01 17:08:36";"F6C78F55-0B1B-4AAF-996A-59535507E1AB";"EUR";"";"11,20";"9,42";"1,78"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 17:09:44";"2025-04-01 17:15:03";"2D7BE1B1-0801-4A1C-AEE0-1E8A5C336087";"EUR";"";"5,00";"4,67";"0,33"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 17:15:54";"2025-04-01 17:16:16";"EC9256E1-7460-4BA4-8CCD-9B75D5608D91";"EUR";"";"7,60";"7,10";"0,50"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 17:28:11";"2025-04-01 17:28:44";"4725DE32-5CDD-4AA2-AA8B-EA0C892E7994";"EUR";"";"6,20";"5,79";"0,41"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 17:50:20";"2025-04-01 17:51:28";"5417DDF6-B694-48D1-B2F5-727025C6BCF8";"EUR";"";"7,30";"6,82";"0,48"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 17:15:11";"2025-04-01 17:51:36";"88368228-8419-41DB-9B0C-A18691910D2F";"EUR";"";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 17:51:53";"2025-04-01 17:52:35";"EF52BFAE-FC6C-4181-824C-22E4A0FD0D5F";"EUR";"";"6,60";"6,17";"0,43"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 17:52:55";"2025-04-01 17:54:13";"1FE72E0A-7B6A-40FC-BD83-002A8F59A72D";"EUR";"";"8,30";"7,75";"0,55"
"Suedseite - Bakery and Roastery";"55978";"2025-04-01 18:05:28";"2025-04-01 18:05:52";"4A150390-3533-4DC1-91C4-371B28D7D5AC";"EUR";"";"3,80";"3,55";"0,25"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02 10:17:23";"2025-04-02 10:29:08";"09BEE08E-E929-44E7-866A-837708933119";"EUR";"";"10,00";"9,34";"0,66"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02 10:30:15";"2025-04-02 10:30:50";"A605ADAC-A1E5-442E-9A4E-585270CEFC3C";"EUR";"";"3,50";"3,27";"0,23"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02 10:30:15";"2025-04-02 10:30:50";"A605ADAC-A1E5-442E-9A4E-585270CEFC3C";"EUR";"";"4,60";"3,87";"0,73"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02 10:29:16";"2025-04-02 10:38:28";"2F104133-ADA0-4D88-8D2E-5F88596E5A23";"EUR";"";"2,80";"2,62";"0,18"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02 10:29:16";"2025-04-02 10:38:28";"2F104133-ADA0-4D88-8D2E-5F88596E5A23";"EUR";"";"4,90";"4,12";"0,78"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02 10:44:41";"2025-04-02 10:45:30";"93BEB103-951E-489C-A126-6E9EE365C083";"EUR";"";"7,60";"7,10";"0,50"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02 10:48:09";"2025-04-02 10:48:50";"66FB3196-6A75-4FF1-BD5B-32BCD7CDD76A";"EUR";"";"2,80";"2,62";"0,18"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02 10:48:09";"2025-04-02 10:48:50";"66FB3196-6A75-4FF1-BD5B-32BCD7CDD76A";"EUR";"";"3,50";"2,94";"0,56"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02 10:38:52";"2025-04-02 11:09:07";"6AFB4AFD-AFD3-45BF-9531-3F169FA8C3FA";"EUR";"";"3,30";"3,08";"0,22"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02 10:38:52";"2025-04-02 11:09:07";"6AFB4AFD-AFD3-45BF-9531-3F169FA8C3FA";"EUR";"";"8,00";"6,72";"1,28"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02 11:09:14";"2025-04-02 11:10:51";"94BDC1E5-4A2E-48B9-8765-55CDEE94408A";"EUR";"";"8,90";"8,32";"0,58"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02 11:09:14";"2025-04-02 11:10:51";"94BDC1E5-4A2E-48B9-8765-55CDEE94408A";"EUR";"";"10,30";"8,65";"1,65"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02 11:11:58";"2025-04-02 11:12:11";"28A0D420-7E76-4F20-838A-3BCC59DC208E";"EUR";"";"9,80";"9,16";"0,64"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02 10:31:57";"2025-04-02 11:19:33";"042170BC-4D59-4E85-9A31-471732F08083";"EUR";"";"13,00";"12,15";"0,85"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02 10:31:57";"2025-04-02 11:19:33";"042170BC-4D59-4E85-9A31-471732F08083";"EUR";"";"8,00";"6,72";"1,28"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02 11:19:45";"2025-04-02 11:21:06";"6A27DEE6-2F2C-4511-91B9-88DDF8397F0C";"EUR";"";"7,00";"6,54";"0,46"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02 11:21:33";"2025-04-02 11:23:12";"8CF5F26E-EDE4-4DA7-8843-787B11BAFAF8";"EUR";"";"34,50";"32,24";"2,26"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02 11:23:26";"2025-04-02 11:24:03";"86A5341E-B924-4B0C-9319-7D5FD8601024";"EUR";"";"10,40";"9,72";"0,68"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02 11:29:16";"2025-04-02 11:29:39";"29A4CE0F-1AA1-461D-9336-8A62ADC4A5E5";"EUR";"";"19,40";"18,14";"1,26"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02 11:14:34";"2025-04-02 11:30:11";"920B6BFC-E54E-439B-B3B8-CA286BD98C55";"EUR";"";"4,00";"3,36";"0,64"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02 11:30:38";"2025-04-02 11:31:02";"B3D71B7C-42A2-4265-B437-F64F147CB01B";"EUR";"";"7,00";"6,54";"0,46"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02 11:30:38";"2025-04-02 11:31:02";"B3D71B7C-42A2-4265-B437-F64F147CB01B";"EUR";"";"3,50";"2,94";"0,56"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02 10:43:35";"2025-04-02 11:32:15";"3A73D5E5-5392-4877-843B-B1CED51786BF";"EUR";"";"19,20";"17,94";"1,26"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02 10:43:35";"2025-04-02 11:32:15";"3A73D5E5-5392-4877-843B-B1CED51786BF";"EUR";"";"8,20";"6,89";"1,31"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02 11:42:25";"2025-04-02 11:53:19";"359FE8E7-733B-4B78-8131-CF3AA8AF3975";"EUR";"";"8,30";"7,75";"0,55"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02 12:26:58";"2025-04-02 12:27:56";"7CB31296-F47B-40D3-8782-4E5414D9370B";"EUR";"";"19,00";"17,75";"1,25"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02 12:32:23";"2025-04-02 12:36:27";"AF610814-2EED-464C-8E15-C74E6C42978F";"EUR";"";"10,20";"9,53";"0,67"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02 12:41:31";"2025-04-02 12:42:26";"54AF64D0-94B7-457F-8B4E-2CEA7B349005";"EUR";"";"4,00";"3,74";"0,26"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02 12:41:31";"2025-04-02 12:42:26";"54AF64D0-94B7-457F-8B4E-2CEA7B349005";"EUR";"";"4,20";"3,53";"0,67"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02 12:41:12";"2025-04-02 12:57:54";"644AE711-6B6B-4052-9945-86E09D7A24BD";"EUR";"";"13,50";"12,61";"0,89"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02 12:41:12";"2025-04-02 12:57:54";"644AE711-6B6B-4052-9945-86E09D7A24BD";"EUR";"";"3,70";"3,11";"0,59"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02 13:14:55";"2025-04-02 13:20:07";"507239FD-D284-4AC3-A76F-1FF2DB80CC8D";"EUR";"";"3,90";"3,28";"0,62"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02 13:23:59";"2025-04-02 13:24:45";"0344DAFA-ADFD-458F-970D-1B177A5F02DF";"EUR";"";"5,00";"4,67";"0,33"
"Suedseite - Bakery and Roastery";"55978";"2025-04-02 13:51:36";"2025-04-02 13:51:51";"ED5150D0-91D2-4EBE-9A4B-78C2AE586EF3";"EUR";"";"7,60";"7,10";"0,50"
